required_age,dlc_count,windows,mac,linux,price_cleaned,languagesupp_count,is_major_developer,cat_Achievements,cat_Multiplayer,cat_Coop,cat_ControllerSupport,cat_Workshop,cat_InAppPurchases,cat_SteamCloud,cat_SinglePlayer,genre_Indie,genre_Racing,genre_Sports,genre_Simulation,genre_Casual,genre_RPG,genre_Action,genre_FreeToPlay,genre_MassivelyMultiplayer,genre_Adventure,genre_Strategy,AGE_GROUP,is_positive
0,1,1,0,0,,10,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1
0,2,1,0,0,,14,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,1,0,,14,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0
17,0,1,0,0,,7,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,2,1
0,1,1,0,0,,11,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1
0,0,1,0,0,,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1
0,3,1,1,1,,10,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1
0,1,1,0,0,,4,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
0,1,1,0,0,,15,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1
0,0,1,0,0,,9,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0
0,0,1,0,0,,4,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1
0,5,1,0,0,,2,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1
0,0,1,0,0,,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
0,0,1,0,0,,12,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1
0,3,1,0,0,,15,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1
0,0,1,0,0,,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0,1,1,1,,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,,4,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1
0,0,1,0,0,,12,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1
0,0,1,0,0,,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
0,0,1,1,1,,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0,1,0,0,,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1
0,1,1,0,0,,4,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1
0,1,1,1,0,,10,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1
0,0,1,0,1,,14,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
0,0,1,0,0,,6,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,1,1,0,0,,4,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1
0,9,1,0,0,,11,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1
0,1,1,0,0,,6,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0,1,0,0,,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,1,0,0,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
0,9,1,0,0,,3,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1
0,0,1,0,0,,3,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1
0,0,1,0,0,,8,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0
0,2,1,1,1,,29,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1
13,0,1,0,0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2,1
0,0,1,0,0,,10,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,4,1,0,0,,7,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
0,0,1,0,0,,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1
0,0,1,0,0,,10,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1
0,2,1,1,0,,5,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
0,2,1,0,0,,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1
0,1,1,1,1,,12,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1
0,0,1,0,0,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,,6,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
0,0,1,1,1,,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0,,103,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
0,2,1,1,1,,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1
0,0,1,1,1,,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1
0,1,1,0,0,,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1
0,4,1,0,0,,4,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1
0,0,1,1,0,,5,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
0,0,1,0,0,,12,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1
0,4,1,0,0,,10,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2,1,0,0,,9,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1
0,0,1,1,0,,18,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1
0,1,1,1,1,,6,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1
0,0,1,0,0,,2,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1
0,0,1,0,1,,13,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1
0,1,1,0,0,,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1
0,1,1,0,0,,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,1,1,0,0,,12,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1
0,1,1,0,0,,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
0,0,1,0,0,,11,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1
0,0,1,1,0,,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1
0,36,1,0,0,,11,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1
0,1,1,1,1,,12,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
0,2,1,0,0,,2,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1
0,0,1,1,1,,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1
0,0,1,1,0,,2,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1
0,2,1,0,0,,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1
0,0,1,0,0,,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
0,1,1,0,0,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1
0,1,1,1,0,,4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1
0,1,1,0,0,,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
0,4,1,0,0,,8,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1
0,0,1,0,0,,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
0,2,1,1,0,,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1
13,1,1,0,0,,5,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,2,0
0,1,1,0,0,,4,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1
0,0,1,1,0,,12,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1
0,0,1,1,0,,7,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1
0,1,1,0,0,,13,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1
0,3,1,0,0,,6,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
0,0,1,0,0,,26,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1
0,80,1,0,0,,7,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1
0,0,1,1,0,,10,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
0,1,1,0,0,,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,1,1,0,,12,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1
0,0,1,1,0,,6,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
0,8,1,1,1,,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1
0,0,1,0,0,,11,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0
0,0,1,0,0,,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0
0,0,1,1,1,,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1
0,0,1,0,0,,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
0,18,1,0,0,,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,0,0,,13,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1
0,0,1,0,0,,17,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
0,0,1,0,0,,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
0,1,1,0,0,,6,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1
0,3,1,0,0,,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,1,1,0,0,,103,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1
0,0,1,1,0,,12,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1
0,0,1,1,0,,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0,1,0,0,,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,0,,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1
0,25,1,0,0,,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,2,1,0,0,,10,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
0,2,1,0,0,,9,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
0,0,1,0,0,,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1
0,18,1,0,0,,5,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1
0,1,1,1,1,,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0,1,0,0,,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1
0,1,1,0,0,,9,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1
0,1,1,0,0,,4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,0,0,,14,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,0,1,,5,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1
0,2,1,1,0,,10,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
0,3,1,0,0,,8,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1
0,0,1,1,1,,7,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1
0,0,1,1,1,,13,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1
0,0,1,1,0,,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1
0,0,1,0,0,,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1
0,1,1,0,0,,9,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1
0,0,1,0,0,,29,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
0,2,1,1,1,,13,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1
0,0,1,0,0,,7,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0
0,1,1,0,0,,12,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1
0,2,1,0,0,,13,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1
0,1,1,0,0,,5,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1
0,0,1,1,0,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1
0,0,1,0,0,,8,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1
0,1,1,0,0,,7,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1
0,0,1,0,0,,13,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1
0,0,1,0,0,,14,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1
0,0,1,1,0,,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0,1,1,1,,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1
0,1,1,1,0,,6,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,1,0,0,,11,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,1,0,0,,6,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,,5,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1
0,5,1,0,0,,13,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1
17,0,1,0,0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0
0,0,1,0,0,,5,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1
0,2,1,0,0,,9,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1
13,0,1,0,0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2,1
0,0,1,1,0,,2,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1
0,2,1,0,0,,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0,,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
0,2,1,1,1,,3,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1
0,1,1,1,0,,5,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
0,3,1,0,0,,9,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,1,0,0,,12,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1
0,0,1,0,0,,3,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1
17,1,1,0,0,,5,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0
0,1,1,1,1,,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
0,1,1,0,0,,7,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1
0,1,1,0,0,,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1
0,2,1,0,0,,10,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
0,3,1,0,0,,13,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1
0,0,1,0,0,,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
0,0,1,0,0,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
0,2,1,0,0,,8,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1
0,0,1,1,0,,13,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1
0,0,1,0,0,,8,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0
0,1,1,1,1,,11,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1
0,11,1,0,0,,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
0,1,1,1,1,,30,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1
0,0,1,0,0,,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1
0,0,1,0,0,,6,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1
0,1,1,0,0,,14,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,2,1,0,1,,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1
0,4,1,0,0,,3,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1
0,0,1,0,0,,3,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1
0,5,1,0,0,,8,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1
0,0,1,1,1,,12,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1
0,0,1,1,1,,4,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1
0,0,1,0,0,,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1
0,1,1,0,0,,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1
0,0,1,1,1,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
0,1,1,1,1,,8,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1
0,0,1,0,0,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
0,0,1,0,0,,11,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0
0,1,1,0,0,,6,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,3,1,0,0,,19,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
0,1,1,1,1,,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
0,0,1,0,0,,7,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1
0,0,1,1,0,,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
0,0,1,0,0,,5,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1
0,2,1,1,0,,7,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,1,0,0,,14,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1
0,0,1,0,1,,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1
0,1,1,1,1,,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1
0,0,1,1,1,,5,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
0,0,1,0,0,,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1
0,0,1,0,0,,20,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1
0,1,1,0,0,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0
0,1,1,0,0,,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1
0,0,1,0,0,,8,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1
0,0,1,0,0,,7,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1
0,0,1,0,0,,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1
0,1,1,0,0,,3,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1
0,0,1,1,1,,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
0,0,1,0,0,,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1
0,1,1,0,0,,10,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
0,1,1,1,1,,5,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1
0,1,1,0,0,,3,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1
0,4,1,1,1,,7,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1
0,10,1,0,0,,7,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1
0,0,1,1,0,,3,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1
0,1,1,0,0,,5,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1
0,1,1,0,0,,7,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1
0,5,1,1,0,,5,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0
0,0,1,0,0,,9,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1
0,0,1,1,1,,12,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1
0,1,1,1,1,,17,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1
0,1,1,0,0,,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1
0,24,1,0,0,,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,0,0,,13,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,1,,5,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,0,,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0,1,1,1,1,,2,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1
0,2,1,0,0,,6,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1
0,76,1,0,0,,12,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0
0,0,1,1,1,,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1
0,1,1,0,0,,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1
0,1,1,0,0,,4,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
0,9,1,0,0,,6,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1
0,1,1,1,1,,14,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1
0,0,1,0,0,,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,0,1,0,0,,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,0,,2,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
0,6,1,1,1,,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,1,0,0,,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,4,1,0,0,,11,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
0,0,1,0,0,,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1
0,0,1,1,1,,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,0,1,0,0,,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1
0,0,1,1,0,,14,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1
0,0,1,0,0,,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1
